GeneID	GSM5115668	GSM5115669	GSM5115670	GSM5115671	GSM5115672	GSM5115673	GSM5115674	GSM5115675
55531	1	2	1	1	1	0	1	0
112267904	1	2	1	0	1	0	1	1
6588	0	0	0	0	0	0	1	0
54733	1	1	2	0	442	352	258	245
54734	0	0	0	0	0	0	0	1
8065	931	1175	860	692	1085	917	591	598
38	2203	2233	1464	1443	3210	2813	2077	2221
4863	479	562	405	398	516	447	236	263
472	1564	2094	1519	1452	1407	1317	710	690
160140	19	19	18	9	6	9	3	2
143888	651	751	559	536	1033	959	540	593
112267909	0	0	1	0	0	1	1	2
23086	3	6	4	5	1	1	3	0
101928561	0	0	0	0	0	0	0	0
1662	882	1043	742	750	799	691	501	538
399947	0	0	0	0	0	0	2	2
105369482	2	0	0	0	0	0	0	0
105369483	0	0	0	0	0	0	0	0
107984384	0	0	0	0	0	0	0	0
105369484	0	0	0	0	0	0	0	0
85463	41	51	44	37	129	146	88	93
5962	4831	6089	4332	3740	3344	3065	1967	1720
105369486	0	2	6	1	11	11	9	5
107984385	0	0	1	0	0	0	0	0
2230	384	414	287	274	610	529	399	414
105369487	4	6	4	5	0	0	7	2
57569	0	0	0	0	0	1	0	0
105369488	0	0	0	0	0	0	0	0
105369489	0	0	0	0	0	0	0	0
105369490	0	0	0	0	0	0	0	0
102723966	1	0	0	0	0	0	0	0
341032	0	0	0	0	0	0	0	1
399948	42	42	32	17	58	47	37	43
120376	122	118	83	82	278	274	213	251
105369491	0	1	0	0	0	3	0	1
100616330	0	0	1	0	0	0	0	0
5450	26	23	23	16	80	73	46	63
54766	2	0	0	1	2	5	3	0
100132078	0	0	0	0	0	0	2	0
107984386	1	0	0	0	0	0	0	0
644277	0	0	0	0	0	0	0	0
728196	0	0	1	0	0	0	0	0
407041	0	0	0	0	0	0	0	0
407042	0	0	0	0	0	0	0	0
399949	0	0	0	0	0	0	0	1
143903	0	0	1	1	0	0	2	1
23235	1017	1232	952	1010	1188	1001	580	629
5519	1528	1888	1322	1211	1584	1361	973	892
79796	286	354	237	224	524	488	402	367
91893	76	103	78	60	58	54	32	29
64776	289	318	219	198	219	192	160	165
1410	9	18	6	7	231	201	129	130
3316	0	0	0	1	2	2	1	5
100528019	39	39	23	21	132	111	75	93
91894	38	39	22	21	120	107	70	84
85458	525	646	483	437	1833	1674	778	858
1737	2221	2431	1735	1660	1430	1276	721	755
120379	512	609	449	379	321	304	233	237
55216	815	932	687	617	1132	950	662	573
26521	1090	1143	827	758	1139	992	616	724
6392	1296	1364	882	800	1204	1262	816	860
3606	112	105	93	111	145	149	83	102
107987164	0	0	1	0	0	0	0	0
56158	1	0	0	0	0	1	0	1
83875	17	26	10	22	6	8	5	1
5805	372	383	310	267	779	764	489	555
349633	0	0	0	0	1	0	1	0
100132686	0	0	0	0	1	0	1	0
283140	7	6	13	12	4	1	3	1
107984388	1	1	2	3	1	0	1	0
107984387	28	36	26	21	7	7	3	7
107984389	0	0	0	0	0	0	0	0
101928823	0	0	0	0	0	0	0	1
387810	0	0	0	1	0	0	0	0
105369496	0	0	0	0	0	0	0	0
105369498	0	0	1	0	0	0	0	0
101928847	0	0	0	1	0	0	2	0
4684	2	2	1	1	2	0	5	1
100288346	0	0	0	0	0	0	0	0
54970	91	83	51	39	234	182	142	144
255239	1	0	0	1	1	0	1	0
1813	0	0	0	1	0	0	0	0
100422855	0	0	0	0	0	0	0	0
105369501	0	0	0	0	0	0	1	1
107984390	0	1	3	1	5	0	1	2
80975	14	7	4	6	13	18	11	7
9183	595	695	431	460	639	550	359	378
644672	0	0	0	0	0	0	0	0
57646	393	459	332	303	667	620	345	349
9177	3	1	0	2	3	0	2	0
3359	0	0	0	0	0	0	0	0
7704	151	206	141	115	1	2	3	3
101928875	1	0	0	0	0	0	0	0
4837	2	2	1	0	0	0	1	0
101928940	0	0	2	1	2	0	0	0
107984391	0	0	0	0	1	0	0	0
54494	210	212	131	156	142	134	99	103
10179	492	533	368	350	945	826	668	655
25996	739	824	599	580	1420	1259	950	1003
120406	3	2	3	1	1	0	0	3
120400	1	1	0	0	0	0	0	1
54827	0	0	4	0	1	0	0	0
105369504	0	0	0	0	0	0	0	0
105369506	0	0	0	0	0	0	0	0
105369505	0	1	0	0	0	0	0	0
23705	701	871	656	568	4914	4282	3030	2930
105369509	0	0	0	0	1	0	1	0
105369507	0	0	0	1	0	1	0	1
105369511	0	0	0	0	0	0	0	0
105369512	0	0	0	0	0	0	0	0
101928985	0	1	0	0	0	0	0	0
283143	0	0	0	0	0	0	0	0
107987165	0	1	0	0	0	0	1	0
102724165	0	0	0	0	0	0	0	0
112268082	0	0	0	0	0	0	0	0
105369513	1	0	0	0	0	0	0	0
107984393	0	0	0	0	3	0	1	0
107987166	0	0	0	0	1	0	1	1
107984372	0	0	0	0	0	0	0	0
101929011	0	0	0	0	0	0	0	0
84811	482	478	344	341	560	451	340	345
8882	1011	1059	837	832	1693	1355	946	1032
116519	80	74	55	53	2280	1963	1413	1461
337	65	60	30	37	362	299	262	247
345	1401	1270	907	837	3229	2941	2538	2636
335	25020	22935	17634	18196	64691	53582	41775	44262
104326055	2412	2193	1649	1818	6192	4818	3884	4138
23387	975	1007	801	811	820	717	413	447
5049	1547	1905	1386	1220	1957	1827	1629	1441
51092	199	247	165	146	409	353	292	289
100652768	20	31	20	23	55	38	38	37
6876	205	193	154	149	254	200	145	151
9159	597	540	399	446	543	437	277	292
257160	288	358	230	221	478	364	259	260
23621	658	742	552	555	543	493	335	319
100379571	29	37	27	25	17	13	13	10
22897	715	787	532	600	568	433	320	347
57453	4	0	1	1	66	46	27	41
105369515	0	1	0	0	3	1	0	0
107984394	0	0	0	0	11	4	4	12
486	1	1	1	1	1439	1275	1116	1190
100533181	1	1	1	1	1425	1268	1111	1181
53826	1	1	0	0	3	2	0	1
84000	1	0	0	0	0	0	0	1
3587	1	0	0	0	0	1	1	2
100526771	0	2	0	0	3	1	0	2
56649	1	3	1	3	0	0	0	1
105369517	1	0	0	1	2	0	0	1
6330	1	4	2	3	12	15	12	12
6327	0	4	1	0	2	2	5	1
120425	250	259	163	175	347	287	219	250
196264	437	587	443	382	624	578	550	477
10205	1451	1665	1150	1069	2842	2535	1868	2015
916	0	0	1	1	0	1	0	1
915	18	12	7	12	79	73	77	70
917	4	6	0	3	5	5	5	6
9354	2054	2652	1895	1646	1510	1347	890	894
100131626	31	44	25	21	21	18	5	6
10632	3947	4085	2815	2545	3889	3621	2611	2914
4297	1459	1936	1269	1363	1460	1239	656	627
101929089	17	18	20	17	24	16	12	13
143941	0	1	2	3	11	7	4	5
84866	46	59	51	50	277	239	184	183
56912	195	182	116	112	177	158	106	108
372	3906	4419	3280	3067	5586	5116	3047	3002
23187	449	469	365	435	684	578	371	393
102466719	2	1	3	4	4	3	0	1
11181	56	66	49	42	83	85	77	74
105369519	0	0	0	0	0	0	0	0
1656	1383	2073	1488	1266	1602	1386	1128	951
643	161	155	140	153	154	121	105	90
283149	920	1002	799	933	1184	936	529	569
100616376	2	0	0	0	0	1	2	1
7379	2	2	1	0	0	0	0	1
283150	1	0	0	0	0	0	0	1
107984396	22	24	9	16	9	4	5	2
338657	944	907	663	664	1629	1382	1133	1316
649946	19	12	9	16	14	10	11	15
6230	7647	8334	5344	4656	15903	13606	10150	11490
51399	598	548	443	331	1057	987	730	757
2542	850	830	629	612	1193	1070	794	836
10525	4808	5169	3934	4092	8191	6873	4507	4467
55823	701	800	619	591	646	537	347	371
3145	769	741	579	593	949	766	494	547
3014	2510	2274	1719	1849	2458	2015	1528	1489
1798	912	1068	744	753	1034	879	630	613
107984397	5	8	5	13	8	5	5	6
9854	192	201	165	165	224	210	129	147
25988	366	366	276	250	371	302	223	231
64137	1	0	0	1	0	0	0	0
79671	120	115	105	82	393	355	250	260
79849	14	14	3	6	2	0	1	1
283152	6	7	4	2	2	2	0	2
109623467	0	0	0	0	0	0	0	0
867	499	686	541	482	453	383	228	222
4162	166	206	178	185	1201	1045	651	687
102465453	0	0	0	0	0	0	0	0
79102	1045	1077	812	868	1660	1378	1035	1027
114902	23	25	15	16	18	15	14	12
83552	23	25	15	16	18	15	14	12
9099	157	142	120	151	638	515	400	390
100499227	13	7	8	9	33	34	22	26
7070	1	2	0	1	1	0	0	4
107984398	1	0	2	2	3	2	2	1
105369520	0	0	0	0	0	0	1	3
5818	158	157	118	142	356	287	205	159
105369525	1	1	1	0	0	0	0	1
102724301	0	0	0	0	0	0	0	0
105369526	2	1	0	0	0	1	0	1
105369528	0	0	0	0	0	0	0	2
105369527	0	0	1	0	0	0	0	0
105378956	0	0	0	0	0	0	0	0
23650	50	61	55	46	24	22	17	10
105369529	4	1	4	1	0	4	1	0
107984399	0	3	1	2	0	0	0	1
105369530	1	2	0	0	2	1	4	1
220323	1244	1181	928	1001	6487	5505	4182	4187
25833	2	0	0	1	0	0	0	1
649133	0	0	0	0	0	0	0	0
105369531	0	0	0	0	0	0	0	0
219902	24	25	24	18	67	68	66	55
23365	1265	1708	1222	1159	3698	3190	1593	1663
2900	4	2	1	2	2	5	2	8
107984400	2	0	0	0	0	1	0	0
105369532	0	1	0	0	14	11	3	8
101929227	2	2	1	1	2	2	2	1
101929208	0	0	0	0	0	0	0	0
219899	331	399	274	256	364	320	205	200
7007	2	8	6	11	5	3	2	3
105369533	0	0	0	0	0	0	0	0
105369534	0	0	0	0	0	0	0	0
6309	2882	3685	2648	2303	2683	2642	1618	1760
105369536	3	1	2	2	4	3	5	3
6653	513	589	503	404	2915	2503	1779	1831
105369535	2	3	2	1	2	2	3	5
107984402	0	0	0	0	0	0	0	0
399959	12	7	6	9	0	2	1	1
406911	0	0	0	0	0	0	0	0
414899	0	2	0	0	0	0	0	0
406882	0	0	0	0	0	0	0	0
113218492	0	0	0	0	0	0	0	0
406892	0	0	0	0	0	0	0	0
100189294	0	0	0	0	0	0	0	0
84959	18	24	23	23	450	381	243	239
56253	0	0	1	0	0	0	1	0
79864	225	261	167	140	220	233	186	176
390259	0	0	0	1	0	0	1	1
341056	134	144	96	96	153	130	82	101
3312	33258	35113	27089	25464	48549	41065	25660	25015
85391	2	6	5	2	1	3	4	5
85390	17	13	13	11	9	4	1	2
85389	22	46	24	8	19	9	4	9
101929289	5	3	2	6	3	4	8	4
79827	6	5	2	5	1	3	3	0
105369540	0	0	0	0	0	0	0	0
105369539	0	0	0	0	0	0	0	0
105369541	0	0	0	0	0	0	0	0
57476	3	0	1	1	1	8	6	2
100616319	0	0	0	0	0	0	0	0
55800	1	2	2	1	2	4	5	2
105369543	1	0	0	1	0	1	0	1
7753	385	385	288	295	303	258	199	205
390260	0	0	0	0	0	0	0	0
105369544	0	0	0	0	1	0	0	0
390261	0	0	0	0	0	0	0	0
338661	0	3	0	0	1	0	1	2
338662	0	0	0	0	0	0	0	0
219875	0	0	0	0	0	0	0	0
219874	0	0	0	0	0	0	0	0
219873	0	0	0	0	0	0	0	0
79490	0	0	0	0	0	0	0	0
390264	0	0	0	0	0	0	0	0
219870	0	0	0	0	0	0	0	0
219869	0	0	0	0	0	0	0	0
390265	0	0	0	0	0	0	0	0
107984403	0	0	0	0	0	0	0	0
105369545	0	0	0	0	0	0	0	0
4013	25	21	10	14	55	55	30	28
26497	0	2	0	1	0	0	0	1
102724410	1	2	0	0	0	0	0	0
26492	0	1	0	1	0	0	0	0
112267863	4	4	5	4	0	0	0	0
26494	1	1	0	1	0	0	0	0
219865	10	4	3	1	0	0	0	0
283159	3	0	3	1	0	0	0	0
112268069	2	0	1	0	0	0	0	0
283160	0	1	0	0	0	0	0	0
26595	1	1	0	0	0	0	0	0
390271	2	1	0	0	0	0	0	0
107984404	0	0	0	0	0	0	0	0
283162	0	1	3	0	0	0	0	0
26493	0	2	0	0	0	0	0	0
219858	1	0	0	1	0	0	0	0
390275	8	4	4	5	0	0	0	0
116337	25	19	22	23	0	0	0	1
84897	533	622	414	395	623	519	370	406
54414	1208	1361	930	792	814	729	467	529
53340	69	71	46	42	233	184	156	165
107984405	1	0	1	1	0	0	0	0
4900	21	23	13	22	32	33	34	28
23584	5	3	0	1	148	112	99	103
90952	6	13	9	12	300	213	171	192
101929340	4	9	5	6	11	12	18	6
79684	303	371	297	268	313	318	182	224
100507283	6	1	2	1	10	14	1	9
64221	1	0	2	0	1	1	1	2
54538	1	1	1	1	11	3	3	7
107984406	0	0	1	0	0	1	1	2
220296	0	0	3	1	893	722	583	528
641654	0	0	1	1	272	230	208	181
105369547	3	2	1	1	2	3	3	7
80071	43	44	38	35	63	62	25	33
219855	39	50	26	43	233	160	107	99
219854	186	235	148	128	165	163	117	141
103695364	0	0	0	0	0	0	0	0
63876	1	1	0	0	0	0	0	0
105369549	0	0	0	0	0	0	0	0
9638	1	2	1	1	1	0	2	2
403312	0	2	0	0	0	0	1	0
105369550	1	0	0	0	2	0	1	0
9538	2342	2512	1834	1755	3404	2981	2204	2250
3703	5851	6624	4619	4313	7052	6336	4450	4763
1111	803	929	689	641	972	896	572	605
56	6	5	7	7	7	1	4	3
105369551	4	5	1	3	2	2	2	1
160065	0	0	0	0	0	0	0	0
399967	0	0	0	0	0	0	0	1
100169851	2	0	0	0	0	0	0	1
105369552	0	0	0	0	0	0	0	0
399968	0	0	0	0	0	0	0	0
219844	135	132	97	87	46	44	33	31
83480	353	433	297	238	528	447	337	355
29118	0	5	0	0	3	4	3	4
338667	0	0	0	0	2	5	0	1
50937	107	129	110	99	519	473	296	311
107984407	0	0	0	0	0	0	0	0
105369591	0	0	0	0	21	10	7	19
84881	619	614	455	497	1029	916	735	697
79607	1069	1099	863	812	1591	1437	999	1024
6734	1915	1950	1542	1470	3584	3062	1828	2015
55572	1073	1021	741	804	954	815	569	585
114609	128	167	108	130	112	87	72	48
105369557	68	66	50	48	44	40	34	22
28960	397	371	303	264	519	428	291	287
399972	26	33	20	24	21	22	14	11
6484	75	84	69	72	327	281	173	187
84623	1	0	0	2	0	4	3	1
101929427	0	0	0	0	0	0	0	0
105369561	0	0	0	0	0	0	0	1
105369559	0	0	0	0	1	0	0	1
100874251	0	0	0	0	0	0	0	0
100422918	0	0	0	0	0	0	0	0
105369558	1	0	0	0	0	0	0	0
283165	1	0	0	1	0	1	1	0
101929473	0	0	0	0	0	0	0	0
105369562	0	0	0	0	0	0	0	0
107984379	0	0	1	0	0	0	0	0
101929497	0	0	0	0	0	0	0	0
107984373	0	0	0	0	0	0	0	1
107984374	0	0	0	0	0	0	0	0
105369563	0	0	0	0	0	0	0	0
105369564	0	0	0	0	0	0	0	0
107984408	1	0	0	0	0	0	0	0
2113	1	0	0	0	122	76	48	69
102466104	0	0	0	0	0	0	0	0
101929517	1	0	0	0	0	0	0	0
105369565	0	0	0	0	0	0	0	0
105369568	0	0	0	0	0	0	0	0
101929538	0	0	0	0	0	0	0	0
2313	0	0	2	0	1	0	0	1
100507392	0	0	0	0	0	0	0	0
3758	0	0	0	0	0	0	0	0
107984409	0	1	0	0	0	1	0	1
3762	2	0	0	0	6	7	2	2
219833	0	0	0	0	1	0	0	0
63970	0	1	2	1	2	2	1	0
9743	150	170	154	147	539	445	265	257
399975	19	8	9	12	100	104	62	64
105369571	0	0	0	0	0	0	0	0
105369572	0	0	0	0	0	0	0	0
8538	4	2	4	0	1	0	2	2
107984410	1	0	2	2	0	0	2	2
101929557	0	0	0	0	1	1	1	0
120224	905	1036	748	675	2522	2214	1704	1820
4798	1048	1092	821	875	781	661	472	474
56980	394	539	358	380	307	279	168	180
440072	6	4	3	1	3	3	0	3
107984432	1	2	0	0	4	2	0	0
334	12268	13451	10027	9676	16544	14034	10280	10558
6768	8	12	11	7	54	48	36	48
29068	332	444	353	289	719	627	425	416
646383	0	1	0	0	1	0	0	0
11095	1	3	2	0	1	1	1	0
170689	0	0	0	0	0	0	0	0
105369574	0	0	0	0	0	0	0	1
102466873	0	0	0	0	0	0	0	0
283171	0	0	0	0	0	0	0	1
105369575	0	0	0	0	0	0	0	0
105369576	1	0	1	0	0	1	1	1
100507431	1	1	2	2	0	0	1	1
103611081	31	40	28	26	0	0	1	0
399979	902	1075	755	715	1	0	1	2
105369577	0	0	0	0	0	0	0	0
107984411	0	0	0	0	0	0	2	2
105369579	0	0	0	0	0	0	0	0
105369578	0	0	1	0	0	0	0	0
107984412	0	0	0	0	0	0	0	1
50863	2	1	0	0	1	1	1	0
101929653	3	0	1	1	0	0	1	0
101929637	0	0	0	0	0	0	0	0
107984413	0	0	0	0	0	0	0	0
100874281	0	0	0	0	0	0	0	0
4978	2	0	1	0	0	0	2	1
105369580	1	0	0	0	0	0	0	1
646522	0	0	0	0	0	0	0	0
219938	0	0	0	0	0	0	0	0
283174	0	1	0	0	1	0	1	1
100616119	0	0	0	0	0	0	0	0
22997	1	1	0	0	0	0	2	0
107984414	0	1	0	0	0	0	0	0
100128239	0	1	0	0	0	0	0	0
83700	40	32	30	27	56	49	26	36
107984040	0	2	0	0	0	0	0	0
23310	1763	1809	1359	1352	1270	1176	626	731
109623486	2	4	2	2	1	1	2	1
112936	762	884	696	654	1102	1002	631	612
29087	658	665	455	455	777	633	487	572
27034	688	737	521	520	493	421	268	309
112937	2	2	2	1	1	2	2	3
89944	0	1	0	0	72	49	38	41
27087	0	0	0	0	0	0	1	0
283177	0	0	0	0	0	0	0	0
105369583	1	0	0	0	0	0	0	0
105369584	1	0	0	0	0	0	0	0
729305	0	0	0	1	0	0	0	1
105369586	0	0	0	0	0	0	0	0
100507548	0	0	1	0	0	0	0	0
105369588	0	1	0	0	0	0	0	0
105369587	0	0	0	0	0	0	0	0
105369589	0	0	0	0	0	0	0	0
107987373	344	326	216	248	1230	1138	847	1015
107987374	12	16	11	10	41	35	24	32
107987375	3	2	2	1	9	8	3	8
112267876	0	1	1	0	9	13	10	13
102724852	4	4	2	2	56	55	45	64
100288778	284	300	223	231	547	449	395	415
107987170	0	0	0	0	1	0	0	1
677784	0	0	0	0	0	1	1	0
440073	2	0	0	1	0	0	2	0
105369593	0	0	0	0	0	0	0	0
574538	1	0	0	1	0	0	4	0
105369592	4	0	1	2	1	0	0	4
6539	245	263	215	237	1259	1062	468	477
101929384	7	3	2	3	22	16	8	7
6540	30	36	30	32	9	7	14	2
102723544	2	1	2	0	6	3	5	1
5927	1021	1340	976	918	1197	1002	689	600
84318	1042	1162	702	784	491	416	302	339
105369594	2	7	2	2	2	2	0	3
283358	142	152	115	115	495	421	283	263
4815	153	130	82	128	47	33	42	30
105369595	1	0	0	1	8	11	11	11
100049716	110	120	83	73	3	2	4	3
105369597	1	0	0	0	0	0	0	0
101929432	1	1	0	0	0	0	1	1
65125	4047	5179	3733	3721	3774	3196	1907	1941
5893	576	648	473	469	383	364	355	342
23085	912	1014	827	932	1116	928	534	526
107987182	2	0	0	2	0	0	0	2
100292680	3	10	0	4	2	3	2	4
107984507	3	0	1	0	0	0	0	0
81029	9	16	14	8	0	1	1	2
144699	137	121	94	85	221	188	115	108
100500816	0	0	0	0	0	0	0	0
79602	3143	3705	2611	2529	3845	3358	2055	2280
93589	38	41	22	36	1410	1193	903	990
105369602	0	1	0	0	2	2	1	3
105369601	0	1	2	1	20	12	13	7
654429	1	2	0	0	8	2	0	1
112268103	2	0	0	0	0	0	1	0
100271702	2	0	1	0	0	0	1	0
196513	322	325	218	274	538	476	308	335
775	8	4	6	3	3	2	5	2
107984540	0	1	1	0	0	1	2	1
100874369	0	1	0	0	0	0	0	0
107984131	0	0	0	0	1	0	0	0
100874234	0	0	0	0	0	0	0	0
100874370	1	0	0	0	0	0	0	0
100874235	0	0	0	0	0	0	1	0
100652846	2	1	0	0	1	0	1	0
107984539	0	0	0	0	3	0	0	5
283440	15	18	12	14	15	9	11	10
2288	4280	4309	3351	3269	3934	3354	2391	2451
55846	498	508	384	440	398	355	248	257
83714	20	22	18	14	16	8	9	8
101929469	0	0	2	2	3	1	0	5
2305	2590	2712	2165	2359	2531	2030	1335	1351
83695	690	706	537	462	798	656	518	457
7289	616	674	481	490	660	638	386	459
7004	275	299	255	249	1504	1181	904	929
10867	855	932	731	705	864	735	550	567
105369606	1	0	0	0	3	0	0	0
100128253	1	0	0	0	0	0	0	0
101930162	0	0	0	0	0	0	0	0
56341	0	1	0	0	0	0	0	0
105369607	0	0	0	0	0	0	0	0
100129223	0	2	0	0	0	0	0	0
84766	0	3	0	2	6	3	4	2
107984495	0	0	1	0	0	0	0	1
57097	38	62	47	27	216	171	122	129
105369609	2	2	0	0	0	0	0	0
105369608	6	2	3	5	0	0	3	3
105369611	0	0	0	0	2	1	3	1
105369612	0	1	0	0	2	1	0	2
103752584	1	0	0	0	13	11	9	7
894	5	5	0	7	574	509	517	460
57103	293	337	258	248	1097	958	610	626
8074	3	0	2	0	0	0	1	3
2251	3	2	2	1	1	0	0	0
57102	706	844	640	613	635	558	347	316
10635	1316	1467	1071	927	1014	943	603	641
8798	161	157	85	97	558	438	305	353
10566	48	61	37	40	2	4	2	3
4704	2369	2429	1838	1730	2903	2577	1883	1887
101929549	2	1	3	2	1	0	0	0
26290	3	6	3	8	1	2	2	1
105369614	0	0	1	0	0	0	1	0
3742	3	0	2	0	0	0	1	1
3736	0	0	0	0	0	0	0	0
100507560	3	0	0	3	0	1	0	0
3741	0	0	0	0	0	0	0	0
105369617	206	223	148	145	0	0	0	0
105369616	0	4	0	1	0	0	0	0
101929584	6	8	2	4	0	0	0	0
105369618	107	104	70	64	0	0	1	0
4908	17	19	15	16	0	0	0	0
57101	3	2	3	2	0	0	2	5
105369621	1	1	0	0	1	0	1	0
7450	4	3	1	1	15	13	17	16
109729112	0	0	0	1	0	0	0	0
105369623	0	0	0	0	0	0	0	0
105369622	0	0	0	0	0	0	0	0
928	300	339	213	209	657	553	371	470
105369625	0	1	2	2	3	1	1	2
105369624	0	0	0	0	0	0	0	0
55200	594	551	500	481	548	506	297	282
7132	1362	1400	1082	1158	3269	2641	1966	2129
112268088	12	7	12	10	90	84	83	89
6337	100	104	95	107	1326	1019	848	845
107984500	3	3	2	3	11	21	13	17
105369626	3	1	0	0	5	0	2	0
4055	1531	1468	1264	1295	2192	1726	1310	1347
678655	24	30	21	20	46	40	36	48
939	6	6	4	3	8	7	9	3
55080	58	48	52	39	199	173	132	136
6843	42	41	50	38	78	69	52	55
51258	3511	3407	2308	2366	3869	3244	2652	2904
9918	3520	3953	2906	2922	4579	3850	2496	2444
692148	5	7	6	5	10	9	3	7
112268089	467	507	397	376	556	460	463	413
2597	68890	66928	50077	51008	159121	130463	106512	112313
25900	661	651	503	532	627	488	401	418
4839	2787	2765	2147	2205	2607	2089	1461	1558
1108	5207	6130	4711	4917	7046	5662	4045	3806
677780	2	0	0	0	1	0	0	0
105369631	0	1	2	0	0	0	1	0
57121	0	0	0	0	10	11	5	5
84519	4	4	1	4	5	8	2	6
51147	520	460	376	346	392	309	254	253
171017	1039	1127	833	847	1044	873	582	562
196500	18	12	15	18	3	1	3	3
50813	1263	1236	1057	982	1739	1491	1049	1105
8079	5318	5266	4246	3999	5576	4817	3421	3673
5763	7478	7915	6064	6448	8095	6595	5537	5583
3902	18	19	15	10	13	11	11	9
920	8	5	8	2	176	151	103	135
27239	6	6	1	4	18	10	12	9
10536	266	281	215	227	1312	1078	910	914
2784	53	49	39	44	66	44	48	40
83461	1100	1045	795	758	933	783	583	584
8078	2906	2910	2272	2334	2904	2444	1854	1812
7167	15546	15388	11341	11079	33555	27819	20888	22247
84727	294	242	213	209	191	152	107	109
105369632	29	21	9	20	24	14	13	9
283345	79	99	79	72	61	60	38	37
171220	299	343	257	250	432	366	256	267
10233	85	95	51	51	136	103	100	82
2026	87	102	82	92	3878	3156	2879	2915
1822	1180	1263	977	1133	1909	1543	1075	1225
113246	1223	1025	857	865	1177	1100	728	822
100147744	2	0	1	1	1	1	1	1
5777	250	305	177	183	320	222	174	168
105369634	0	1	0	0	0	2	1	1
105369635	1	0	1	0	0	1	0	0
406985	0	0	0	0	0	0	0	0
406933	0	0	0	0	0	0	0	0
11331	5705	5586	4204	4422	10560	8931	6031	6179
677777	117	106	53	87	109	122	73	86
10436	2212	2329	1752	1727	2919	2479	1880	1961
10162	932	1117	804	778	1457	1263	893	886
716	791	818	626	620	1316	1151	701	690
715	179	172	135	142	565	446	295	318
51279	622	668	453	493	1867	1517	1033	1117
283314	167	215	121	124	227	159	100	100
83758	82	98	68	86	378	323	245	239
9746	1108	1179	872	917	2978	2641	1826	1800
5830	914	987	680	676	1327	1084	855	810
341392	0	0	0	0	11	7	6	8
283316	1	1	0	0	330	242	238	223
101927882	0	0	0	0	0	0	0	0
9332	0	0	0	0	6	5	4	7
339	0	0	0	0	0	0	0	0
9573	1	0	0	0	0	0	0	0
359787	2	1	0	0	1	0	3	1
170482	2	1	0	2	0	2	2	0
360030	0	0	0	2	0	0	0	0
79923	5	6	3	1	4	3	3	2
144195	158	201	134	123	1300	1158	1061	1086
6515	26	45	30	19	5523	4978	4842	4767
55810	185	213	164	161	324	252	195	158
719	0	1	0	0	2	0	0	1
25977	711	771	524	511	738	668	468	451
50856	4	13	3	6	9	7	9	4
642559	1	2	2	3	20	10	14	10
440077	1	2	0	0	1	1	0	0
440078	1	2	0	0	2	0	1	1
55138	2	1	0	0	0	1	2	2
653113	24	20	18	16	75	72	59	64
101927905	0	1	1	1	5	5	3	5
112268090	3	2	1	3	9	8	5	3
107987171	0	0	2	0	0	0	0	0
389634	1	1	0	0	1	1	0	1
101927966	89	80	63	56	189	175	89	106
93978	0	0	0	0	0	0	0	1
338339	0	0	0	0	0	0	1	1
26253	0	0	0	0	0	0	1	0
105369645	0	0	0	0	0	0	0	0
57379	3	2	1	2	1	0	2	6
8076	2	0	0	0	0	0	0	0
57494	177	200	146	137	3	0	5	5
144568	1	2	1	1	0	2	5	3
1911	702	779	616	543	845	731	517	541
4074	2395	2605	1999	1918	3065	2660	1638	1728
10219	50	46	27	43	9	10	4	8
253128	6	2	2	1	8	1	0	3
144571	724	786	628	584	6450	5753	5564	5437
2	26188	27994	22282	21964	275837	231497	131586	142715
5858	538	522	406	419	5058	4110	2502	2704
3	0	1	1	0	1	0	0	0
100422872	452	530	328	258	615	573	472	474
100499405	167	184	129	102	243	202	111	104
642846	666	675	485	557	485	414	310	308
107984489	43	59	37	35	59	63	38	38
105369649	2	1	0	1	3	2	0	0
101930452	34	43	21	26	18	16	9	12
101928030	0	0	0	0	0	0	0	0
728715	83	95	66	72	35	31	17	26
105369647	3	8	4	5	2	2	1	1
107987172	58	44	43	37	16	15	14	16
440081	931	917	682	736	593	478	359	382
105376678	4	4	7	2	3	7	2	3
408186	37	40	26	24	35	46	28	24
3820	2	4	2	4	1	2	1	2
107987174	4	5	4	6	1	2	1	2
374443	137	196	114	86	43	56	38	39
105369728	0	1	1	0	0	0	0	0
29121	1961	2005	1336	1253	3067	2581	1962	2123
105369652	0	0	0	2	0	1	1	0
160365	2	1	0	0	0	0	1	0
969	1	0	0	0	0	0	0	0
51348	4	2	1	0	1	0	0	1
9976	1	2	4	1	0	0	0	0
100431172	1	1	0	0	0	0	0	0
387836	0	1	0	0	0	0	0	0
100506159	0	0	0	0	0	0	0	0
400002	2	0	0	1	0	0	0	0
160364	0	0	0	0	1	1	0	1
51266	0	2	0	0	0	0	0	0
387837	0	0	0	0	0	0	0	0
102724020	1	0	0	0	0	0	0	0
112268091	0	0	0	0	0	0	0	0
283420	0	0	0	0	0	0	0	0
51267	3	1	2	0	0	0	0	0
105369655	130	127	95	72	0	0	0	1
64581	6	5	4	2	1	1	1	1
4973	4	6	10	9	0	0	1	0
120939	7	5	0	3	0	0	0	0
107984509	0	0	0	0	0	0	0	0
23710	1515	1770	1215	1145	1046	851	688	723
3824	1	7	3	1	4	0	1	3
105369656	0	0	0	0	0	0	0	0
113523642	0	0	0	0	0	0	0	0
