GeneID	GSM6435443	GSM6435444	GSM6435445	GSM6435446	GSM6435447	GSM6435448	GSM6435449	GSM6435450	GSM6435451	GSM6435452	GSM6435453	GSM6435454	GSM6435455	GSM6435456
57379	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8076	0	0	1	2	0	1	1	1	1	1	0	2	1	1
57494	8845	10982	9719	8289	7903	10615	8989	6689	6010	8499	6766	9037	6631	7764
144568	51	42	29	29	23	37	33	32	41	57	14	51	11	38
1911	7461	12243	11470	7655	8795	10153	10527	8311	8065	10600	8729	11465	7751	13497
4074	2630	3835	3493	2464	3078	3101	4328	3229	2842	3443	3741	4434	3786	5283
10219	146	208	185	100	121	155	128	119	103	169	114	186	113	147
253128	7	9	5	3	7	5	7	9	7	13	13	10	7	18
144571	61	103	48	15	10	14	450	383	428	489	232	451	320	563
2	227	218	123	19	26	21	525	411	366	396	82	208	116	151
5858	1	10	10	6	15	8	14	14	14	10	15	17	12	7
3	1	9	6	2	2	6	7	1	11	8	0	7	1	7
100422872	9	17	5	17	15	17	13	20	8	11	13	14	12	11
100499405	79	115	108	114	108	143	159	96	100	128	96	127	115	134
642846	715	993	1028	409	531	578	1278	855	980	1053	1024	1348	857	1185
107984489	43	105	79	22	58	56	132	125	125	156	109	160	83	125
105369649	1	1	0	0	0	1	11	0	0	5	4	6	2	3
101930452	12	15	20	5	10	10	59	31	38	33	45	66	28	41
101928030	0	0	0	0	0	0	1	1	2	1	1	1	2	0
728715	48	98	108	19	33	14	203	178	142	139	221	312	167	132
105369647	8	15	15	1	2	0	32	25	26	17	26	42	26	22
107987172	37	65	68	10	12	11	143	91	94	71	148	192	108	85
440081	692	1025	992	243	334	338	1270	897	894	865	1143	1439	958	968
105376678	16	16	15	21	23	27	43	37	34	31	32	51	36	80
408186	91	133	187	179	203	243	492	290	274	385	447	574	429	570
3820	3	3	3	2	3	4	16	11	9	10	6	18	10	7
107987174	7	5	5	4	14	6	17	11	17	13	18	14	15	20
374443	207	339	215	126	179	172	297	236	174	269	219	359	236	304
105369728	2	6	4	1	3	2	9	7	3	7	6	8	7	10
29121	245	402	341	173	207	286	509	371	351	459	356	503	458	449
105369652	2	1	1	0	0	1	1	0	0	1	0	0	0	0
160365	0	0	2	0	0	0	4	1	2	1	1	0	0	1
969	0	1	0	1	0	3	3	0	1	0	1	0	2	0
51348	0	0	0	1	0	0	0	0	0	0	0	0	1	0
9976	5	0	0	0	4	5	5	0	0	2	1	0	0	0
100431172	140	83	46	7	55	14	5	9	29	8	4	5	0	8
387836	584	581	237	20	177	33	37	80	62	102	8	53	6	14
100506159	55	58	123	223	203	164	0	0	0	0	0	0	0	0
400002	2	4	1	1	1	1	0	0	2	1	1	1	1	2
160364	0	0	1	1	2	1	0	0	0	0	0	0	0	0
51266	0	2	1	1	2	1	0	1	0	0	0	0	1	0
387837	0	1	0	0	0	1	4	0	0	0	0	2	0	0
102724020	0	0	0	0	0	0	1	0	0	0	0	0	0	0
112268091	0	0	0	0	0	0	0	0	0	0	0	0	0	0
283420	0	0	0	0	0	0	0	0	0	0	0	0	0	0
51267	4	2	4	0	3	1	3	1	0	1	0	1	0	0
105369655	0	0	0	0	0	0	0	0	0	0	0	0	0	0
64581	0	0	0	0	0	0	0	0	0	2	0	0	0	0
4973	0	1	0	0	0	0	0	0	0	2	0	0	0	0
120939	0	1	0	0	2	0	2	0	0	0	0	0	0	2
107984509	1	0	0	0	1	2	0	0	0	0	0	0	0	1
23710	5075	6164	6714	10968	8905	13085	6654	5591	4624	6805	5281	5647	6128	8202
3824	23	31	35	38	61	88	32	36	49	69	32	41	43	59
105369656	0	0	2	1	3	2	2	0	2	1	0	0	1	3
113523642	0	1	0	1	0	3	10	2	5	4	0	0	4	8
101928100	7	5	5	9	7	6	12	6	17	25	8	9	4	13
100528032	3	6	8	2	12	5	20	15	15	18	12	16	16	8
22914	2	3	8	2	7	4	12	11	11	12	8	11	9	6
8302	2	4	2	1	5	2	13	9	3	7	6	6	8	4
3823	1	3	6	2	7	3	24	10	13	16	11	9	18	4
3822	2	4	4	1	5	0	22	17	13	14	18	5	13	13
3821	1	1	0	0	1	1	3	0	0	1	0	1	1	0
105369657	0	0	0	0	0	0	0	0	0	0	0	0	0	0
255308	212	335	297	172	251	263	423	318	265	334	288	418	332	452
105369658	0	0	0	0	0	0	0	0	0	0	0	0	0	0
101060038	0	1	1	0	1	2	0	0	1	2	0	0	0	1
105376675	1	1	4	5	2	5	0	0	0	1	0	0	0	2
10748	122	192	153	152	181	215	223	150	138	177	174	222	244	234
55110	750	1165	1019	647	759	836	1094	914	703	972	931	1492	930	1279
55359	36	47	107	124	71	136	13	16	8	9	14	8	12	19
8531	2844	3823	2113	468	875	536	3973	3923	4086	4694	1672	3543	1794	2487
112268104	9	13	11	16	19	14	11	12	15	22	16	9	8	15
101928162	0	0	0	0	2	0	1	0	0	0	0	0	0	0
50837	0	0	0	1	0	0	0	0	2	0	0	0	0	0
50836	5	3	4	3	3	8	1	0	5	5	5	2	1	6
50835	2	3	2	1	0	4	2	0	1	0	1	3	2	3
107984459	155	220	165	139	149	194	159	105	133	173	166	237	129	153
50839	24	19	26	24	22	19	19	19	18	21	10	20	10	19
100533464	321	326	388	460	470	664	474	346	363	419	382	476	421	721
11272	102	108	128	163	146	285	180	119	117	129	109	123	139	205
5554	264	294	324	364	393	502	389	276	292	340	318	406	366	600
50838	3	5	3	2	0	4	3	4	8	2	3	1	4	11
5555	20	35	29	46	41	64	33	40	35	42	23	31	42	60
106707243	242	252	260	293	312	390	280	228	244	274	271	325	285	450
50840	50	67	70	57	61	68	73	57	47	79	59	86	53	55
259296	6	7	3	1	3	4	3	3	3	4	4	1	6	3
259295	72	74	85	49	81	103	134	90	107	114	49	86	52	112
259294	53	58	80	41	34	41	67	51	37	55	50	60	58	70
259290	42	66	56	14	28	21	53	47	24	33	29	59	28	47
259292	1	3	0	1	3	0	5	0	5	5	2	4	1	0
259289	0	1	1	0	0	1	1	0	0	0	3	1	1	1
259293	0	2	3	3	0	1	6	3	5	4	0	4	2	3
100129361	1740	2142	1925	1659	1927	1895	2195	1909	1782	2279	1932	2629	1949	2938
353164	0	0	2	1	0	2	0	0	0	1	0	0	1	1
5544	0	3	1	3	3	0	0	0	0	1	0	1	3	0
107987183	0	0	0	1	0	1	3	0	1	5	4	2	2	4
5545	0	0	0	0	0	0	0	4	0	2	0	0	1	0
5542	1	0	0	0	0	0	0	1	0	0	0	0	0	0
653247	0	1	2	0	0	0	0	0	0	0	0	0	0	0
440084	0	0	0	0	0	1	0	1	0	0	0	0	0	0
338817	19	32	39	13	15	14	82	38	59	79	10	52	43	42
2120	372	524	446	390	443	484	706	531	541	601	543	757	551	816
79370	4	8	14	3	3	6	8	4	5	5	16	11	11	12
103504734	9	8	6	9	6	6	7	11	1	10	4	6	7	5
4040	2472	3424	2755	2044	1917	2862	3797	2766	2680	3274	2161	3313	2360	2845
54682	1038	1403	1189	604	572	914	1040	851	922	1160	439	749	497	836
503693	121	131	160	71	97	94	140	142	90	139	121	124	127	188
118426	513	719	669	661	777	864	888	727	591	822	806	885	827	1374
107984485	295	390	333	284	282	453	399	313	296	381	289	404	352	445
80824	3797	4829	4182	3064	4275	5248	5761	4267	4126	4995	4764	5878	4486	7605
107984486	0	0	0	0	2	1	0	1	0	0	0	0	0	0
1389	1868	2275	1544	1272	1517	1343	2034	1881	1622	2264	1391	1963	1506	2118
2842	566	649	872	1386	1222	1258	932	811	690	875	1359	1315	1286	1886
1027	2366	2762	2640	3971	4216	4019	3801	3286	2710	3635	3935	4122	3969	4933
105369663	480	609	405	793	877	903	809	685	456	710	605	698	705	781
81575	211	330	235	30	115	50	425	312	200	306	250	286	252	213
107984129	4	17	14	4	2	1	24	15	7	8	18	11	4	10
693198	0	0	1	0	0	0	0	0	0	0	0	0	0	0
51202	2746	4242	3299	2382	2772	2784	4085	3333	3120	3677	2736	4197	2847	4451
107984492	6	18	0	10	7	13	15	9	10	12	6	13	11	6
112267864	2	7	5	1	2	0	9	1	6	2	3	4	3	4
387841	98	157	111	101	143	118	181	138	89	75	152	159	83	185
9052	155	176	77	14	23	11	108	81	88	121	35	80	28	36
693199	3	3	3	0	0	1	2	1	1	0	0	1	0	1
100506314	15	13	9	5	1	13	16	20	9	15	7	5	6	13
55507	2	0	3	0	2	0	4	0	0	0	0	0	1	0
50865	890	1191	765	287	375	322	944	934	884	1006	433	846	580	770
93164	141	191	124	75	100	88	86	80	86	85	51	117	91	89
57613	1600	2324	2633	2942	3029	4878	2643	1895	1661	2280	1936	2147	1912	3178
83445	79	98	78	23	34	28	79	67	73	83	22	71	25	33
105369666	0	0	0	0	0	0	0	0	3	1	0	0	0	0
2012	387	552	237	20	50	67	507	391	631	668	36	424	84	106
283422	0	0	0	0	1	0	0	0	1	0	0	0	0	1
2904	1983	2474	4363	3615	2663	5182	737	613	476	817	916	1095	780	1438
105369668	10	12	24	26	14	38	6	6	3	3	6	6	4	17
105369667	1	3	7	1	5	10	0	2	4	3	0	1	1	1
55729	6712	8938	7685	6999	8065	10744	12289	8658	7955	10765	8095	10261	8942	11698
79887	87	81	53	9	30	7	20	56	37	41	3	18	10	8
101928317	9	7	3	1	3	3	3	1	5	2	0	2	0	0
101928290	0	1	1	0	0	1	0	1	0	1	0	2	0	0
144608	143	211	150	181	182	181	183	159	120	189	123	189	157	192
2984	0	5	2	1	0	2	2	0	0	6	1	1	0	1
105369669	17	33	30	23	29	21	9	12	15	20	7	12	5	6
121504	16	26	12	8	7	20	13	8	10	6	3	10	10	7
55766	632	552	457	811	589	1139	69	78	67	111	13	44	33	53
51729	4434	6502	5197	3385	3750	4383	5759	4963	4655	5724	4062	5971	3764	5797
440087	571	860	569	78	272	111	701	477	249	362	430	682	544	606
420	2	2	1	5	6	7	2	1	2	2	1	0	1	6
4256	222	159	98	12	34	7	287	273	199	232	6	72	8	8
121506	1	3	0	0	0	0	7	3	6	8	0	6	0	0
397	4	9	13	6	11	6	45	35	23	40	40	42	61	22
105369670	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5149	4	8	1	1	1	3	12	8	3	5	0	3	2	3
101928340	0	4	6	1	1	0	2	6	2	4	0	0	7	3
107984506	0	0	1	0	0	1	0	0	0	0	1	0	1	0
85004	17	30	25	137	117	274	50	47	29	69	63	62	78	75
100873980	0	0	1	0	0	0	0	0	0	0	1	1	0	0
5800	2826	4034	5306	4842	4597	7617	3963	2814	2700	3980	3170	5067	3460	5910
105369673	1	2	1	0	0	3	1	1	2	4	2	5	3	2
105369672	0	0	5	0	1	1	4	4	1	1	0	0	1	1
2059	1517	2481	1924	1803	1950	2528	3359	2879	2546	3496	2090	3011	2230	2718
102724146	718	847	1013	964	932	977	964	784	821	988	968	1268	933	1559
11171	6896	10663	9430	9870	9716	10389	11049	9387	7964	10325	9736	13232	9904	15211
51071	867	1164	789	226	374	271	1354	1127	1055	1300	994	1531	1023	1195
101928362	2	10	14	0	2	1	8	3	5	3	1	3	2	2
729025	1	2	3	1	2	3	2	1	2	0	2	0	1	0
4257	870	1285	771	929	1085	1101	2941	2350	2269	2762	1500	2392	1911	2241
107984494	0	1	0	2	1	1	2	4	0	5	4	4	6	6
55885	1105	1150	5505	3116	2445	3938	2089	1759	1145	1956	2190	2123	3042	3457
105369677	1	2	3	4	0	0	3	5	4	3	2	9	7	6
728622	33	55	47	50	41	60	49	39	38	42	34	55	40	52
105369678	0	0	0	0	1	0	0	2	3	2	2	1	6	1
100616279	0	0	0	0	0	0	0	0	0	0	0	0	0	0
79785	8	2	2	3	2	3	5	0	0	5	4	3	2	3
5288	1	0	2	2	0	3	9	2	5	2	1	3	5	1
89869	2	1	0	0	0	0	0	2	1	2	0	4	0	0
93661	0	0	0	0	0	0	0	0	0	0	0	0	0	0
102724227	3	0	1	0	0	0	4	5	1	1	3	7	1	2
107984527	5	3	3	1	3	0	67	44	59	90	10	55	23	35
54477	3435	4895	4126	3027	3185	4117	5133	4021	4273	5576	3227	5538	3618	5481
112268092	10	32	24	7	34	31	79	47	68	60	39	29	44	83
121536	1172	1668	1041	717	825	836	1275	1132	1126	1431	810	1416	857	984
101928387	12	17	21	16	21	45	40	20	21	33	16	20	17	24
105369682	0	0	1	1	5	0	22	18	12	13	6	6	5	3
100506393	0	1	2	1	0	1	1	0	0	0	1	5	1	2
105369685	2	1	1	0	0	0	1	1	0	1	0	0	0	1
105369684	0	3	3	2	1	2	0	0	1	0	1	0	0	1
105369686	0	0	0	1	0	0	0	0	0	0	0	0	0	0
105369687	2	3	0	2	1	6	1	3	1	7	6	5	6	4
105369688	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5139	304	486	315	376	670	622	682	776	445	1021	406	461	368	291
53919	126	148	95	122	189	141	146	191	116	275	77	108	104	91
28234	19	34	20	0	5	3	7	7	8	23	0	1	0	0
115072896	12	20	16	0	2	0	4	5	6	16	0	1	0	0
338821	4	1	1	0	0	0	1	1	1	1	0	0	0	0
10599	2	5	2	4	3	4	0	1	1	4	0	1	3	1
6579	175	244	236	370	502	305	65	62	59	69	50	35	45	52
3375	1	0	0	1	0	1	0	0	1	0	0	0	5	1
79912	720	1099	833	691	699	802	947	774	626	887	690	1053	732	857
5965	902	1514	1310	596	838	772	1457	1132	950	1140	1013	1483	1106	1177
51026	1537	2211	1586	1991	2111	2402	2730	1981	1454	2131	1456	1926	1925	2075
80763	337	285	158	80	367	79	371	454	448	613	60	321	107	111
2998	180	191	93	52	184	51	188	233	241	360	45	191	72	82
3945	37346	50819	38498	25768	28395	29302	44929	38054	33716	39399	35564	48639	35246	43669
105369689	2	5	1	0	6	2	6	7	10	10	1	3	1	1
102724261	3	5	4	1	5	3	5	4	3	5	5	3	3	5
3764	251	266	161	80	103	46	128	207	208	242	57	151	69	91
10060	96	139	92	15	71	15	154	178	201	272	27	142	48	53
55907	1939	2754	2394	2843	3191	3337	2827	2444	1981	2821	2338	2896	2575	3807
105369690	36	36	49	27	27	24	49	28	33	41	33	25	31	36
107984497	30	27	25	27	31	35	20	24	14	15	16	20	14	28
6489	701	1031	976	1700	1915	1992	1209	1065	587	1009	1417	1223	1298	1444
112268093	14	37	35	50	65	98	41	28	29	43	48	40	54	53
105369151	299	556	683	1018	1310	1372	898	846	497	829	1033	959	1080	1209
9847	3999	5753	5199	5937	6484	7747	6042	4680	3970	5461	4945	6369	5283	6977
105369692	0	0	0	2	2	0	6	1	1	0	1	0	6	5
105369691	12	9	4	9	9	8	9	1	5	3	7	16	5	22
55500	3037	3984	2278	3485	2797	3674	2699	2591	2242	3094	2090	3063	2175	2153
107984516	0	0	0	0	0	0	0	0	0	0	0	0	0	0
101928441	4	6	3	0	0	3	1	1	1	0	2	1	0	1
6660	1549	2263	2344	333	375	352	871	598	582	785	619	883	715	853
105369697	0	1	1	0	0	0	0	0	3	0	1	0	0	0
105369696	0	0	0	0	0	0	0	0	0	0	0	1	2	0
100126320	0	0	0	0	0	0	0	0	1	0	0	0	0	0
101928471	0	0	0	0	0	0	1	0	0	0	0	0	0	0
144360	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105369698	0	0	0	0	0	0	0	0	0	1	0	0	0	0
586	733	1201	1424	1286	1922	1603	5580	4014	2405	3250	4175	5911	4467	3088
105369699	17	31	43	24	38	29	142	88	66	75	115	165	106	93
107984475	0	0	0	0	0	0	0	0	0	0	0	0	0	0
196415	0	0	0	0	0	1	0	0	0	0	0	1	0	0
645177	2	0	1	0	1	3	2	2	1	4	1	6	1	1
4033	189	227	120	24	49	30	99	148	150	211	26	112	28	35
55259	1361	1778	848	148	301	176	1186	1460	1490	1956	123	1008	228	266
144363	1004	1259	770	1017	1112	1041	828	811	617	1000	555	870	715	850
3845	3034	4245	3306	3900	3728	4606	3835	3275	2469	3521	2975	3946	3080	3589
105369701	1	2	1	0	1	0	4	1	4	1	0	2	2	2
160492	645	861	290	15	87	15	351	532	601	727	6	328	9	22
100422897	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100506451	186	242	148	52	90	87	130	81	114	161	54	146	72	101
11228	2336	3436	1659	772	1056	963	2209	1962	2114	2492	814	1831	1075	1163
107984501	0	0	0	0	0	0	0	1	0	0	0	0	0	1
79365	52	79	115	43	45	62	52	44	53	104	26	17	47	41
8082	132	174	87	107	93	132	228	130	117	157	47	71	116	110
101928554	0	1	0	0	0	2	2	0	0	0	0	0	0	1
105369705	0	0	0	0	0	0	1	0	0	0	0	0	2	0
105369704	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107984482	0	0	2	0	0	0	0	0	0	0	0	0	0	1
3709	95	135	105	57	34	65	110	82	105	144	68	116	74	89
105369706	0	1	0	0	0	0	0	0	0	0	0	0	0	0
55726	803	1312	1128	562	741	703	1053	949	880	1020	937	1253	827	1258
26127	1408	2060	1747	1663	1852	1912	2050	1869	1746	2139	1729	2266	1794	2585
51768	3889	5738	4255	3575	4225	4491	6112	5054	5032	6426	3612	5825	3956	5200
9412	1349	1938	1542	2014	2086	2223	1735	1480	1195	1532	1496	1944	1696	2198
728858	5	11	13	9	6	10	5	2	11	13	4	13	7	15
23012	1516	1905	1441	1203	1318	1522	2360	1937	1887	2402	1560	2409	1698	1974
56938	271	417	416	704	552	796	416	345	237	390	354	475	422	588
101928646	13	10	17	30	22	34	19	21	17	18	8	20	14	22
341346	14	7	17	35	17	31	20	12	8	26	13	18	15	36
8496	1159	1892	1896	2054	2455	3028	1960	1264	1245	1963	1387	1967	1311	2614
107984461	2	8	3	4	0	7	3	10	4	3	5	4	4	4
387849	12	26	16	23	22	21	8	5	16	13	12	19	20	22
60488	2900	4529	3042	2184	2292	2341	3195	3012	2813	3426	2178	3770	2259	3647
100287284	6	7	9	13	3	22	3	1	1	4	13	8	7	7
57542	3058	4638	4621	5201	5089	6714	4246	3349	2695	4137	3877	4798	3961	5352
105369709	1	1	0	0	0	0	0	0	0	0	0	0	0	0
5744	884	939	259	141	46	76	317	513	592	690	3	400	0	25
105369710	5	9	4	1	9	3	2	5	2	4	2	1	0	1
107984462	0	0	1	0	1	0	0	3	0	0	0	2	0	0
729291	219	253	227	101	140	134	89	124	97	166	73	142	65	151
55297	603	853	703	370	398	422	514	473	422	595	247	424	312	470
101928705	43	72	69	22	36	41	18	17	12	33	25	68	24	57
105369711	0	0	0	3	0	0	0	0	0	0	0	0	0	2
101928735	0	0	0	2	0	2	0	0	0	0	0	0	0	0
55711	169	288	261	283	161	359	107	81	86	108	65	87	83	67
100506606	60	65	53	81	57	88	65	50	43	61	40	65	39	60
51290	1608	2329	1976	1857	2006	1995	2229	2012	1464	2116	1741	2454	1831	2402
101055625	3	6	1	0	2	1	1	0	2	2	1	2	1	3
341350	43	47	58	24	7	17	14	4	6	23	9	15	15	11
83857	1061	1452	1270	470	468	685	1254	1152	1277	1770	530	1286	567	595
105369714	20	19	20	3	5	14	9	9	3	9	3	4	1	8
105369715	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105369716	0	0	0	0	0	0	0	1	0	0	0	0	0	0
105369717	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105369718	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105369719	3	3	2	0	3	1	1	2	4	2	0	7	1	0
105369720	8	3	3	3	4	4	10	9	3	8	1	5	3	8
10526	2952	4413	2949	1120	1383	1402	3194	2799	2853	3878	1601	3279	1870	2247
65981	3736	5352	5963	5764	5727	8399	4895	3761	3926	5434	3700	4567	3689	5605
645485	4	9	8	10	20	9	1	4	2	10	5	6	6	15
100287314	0	0	0	0	0	0	2	0	0	1	0	2	2	1
107984476	0	0	0	0	0	0	0	0	0	0	0	0	0	0
441631	5651	8187	4801	2922	3603	3648	5196	4462	4670	5657	4309	5724	3687	5347
100506660	78	89	123	110	132	118	86	94	76	71	154	139	130	174
1663	1266	1665	1551	464	667	650	1794	1376	1250	1321	1775	2474	1441	1729
144203	25	36	66	55	91	79	46	36	25	40	53	42	35	54
58516	4039	6120	3906	2066	3253	2711	8136	6300	5109	6706	5674	7181	6240	6358
79857	11	23	22	12	12	17	25	16	16	24	29	17	19	25
101929027	5	2	4	0	1	0	8	1	3	6	0	4	3	6
160518	2817	4227	3626	3439	3517	4412	3727	3020	2974	3917	3305	4463	3168	4606
100874249	22	30	14	16	19	31	32	19	28	22	31	33	22	27
254013	423	610	525	874	821	989	547	474	319	565	468	504	534	618
196394	874	1313	1408	1886	1817	2069	1187	968	708	1053	1088	1096	1174	1591
105369722	4	2	6	5	1	8	6	6	2	6	0	9	5	10
105369724	0	0	1	0	0	0	0	0	0	0	0	0	0	0
107984470	0	0	0	0	0	0	0	0	0	0	0	0	0	0
440093	262	358	349	287	451	470	420	361	316	395	291	422	253	491
107984532	0	0	0	0	0	0	1	0	3	1	1	0	0	0
105369723	0	0	1	0	0	0	1	1	1	0	3	0	2	1
105369725	10	16	12	13	6	26	11	13	10	10	13	16	17	28
55196	1474	2206	2021	1460	1781	1952	1986	1684	1636	1965	1817	2425	2084	2317
102724618	3	0	3	1	6	3	1	3	1	6	3	9	1	2
107984473	4	4	1	2	5	0	0	2	11	8	0	3	3	2
636	2761	3836	3294	3290	2798	4189	2474	2120	1797	2482	2097	2799	2183	3042
121512	1733	2675	2078	1426	1782	1975	1899	1493	1418	1745	1430	1896	1535	2057
10059	5233	7659	7021	5854	5708	7748	5877	4815	4051	5812	4742	6301	4946	6936
51067	1151	1538	1243	1157	1124	1299	1358	1140	1037	1377	1145	1650	1179	1611
5318	641	960	648	247	301	345	567	462	582	607	299	488	351	506
341359	227	424	189	38	63	52	273	287	244	385	60	232	78	54
105369726	1	2	1	0	1	1	3	3	0	1	0	4	1	3
84920	496	621	438	471	528	561	791	644	464	726	464	679	547	665
107984469	1	0	0	0	0	0	0	0	0	0	0	0	0	0
144245	634	829	576	552	673	682	499	421	302	408	326	461	380	412
144402	73	86	76	105	104	126	80	45	47	54	30	47	46	45
107984504	10	9	10	6	16	20	3	5	2	1	4	4	3	7
107984484	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105369730	0	0	0	1	0	0	0	0	0	0	0	0	0	0
55605	6052	9397	9057	8389	8737	10868	9206	7223	6613	8785	7595	9260	7706	10114
101927019	65	102	122	144	139	193	118	112	65	107	135	139	126	196
225	313	496	410	414	361	412	225	196	178	262	153	253	147	171
283461	10	19	10	31	33	31	36	29	28	32	20	24	18	22
114134	494	734	449	1023	892	1113	841	733	587	965	538	814	639	654
112268095	0	0	2	0	0	0	0	0	0	0	0	0	0	0
101930164	1	5	0	0	0	0	0	1	1	2	0	2	0	0
105369734	0	0	0	0	0	0	0	0	0	1	0	0	0	0
107984474	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105369735	0	1	1	0	0	0	0	0	0	0	0	0	0	0
120892	19	41	43	26	33	66	28	35	6	21	30	28	37	27
105369736	0	2	0	0	0	0	0	0	0	0	0	0	0	1
283463	115	115	105	16	35	38	19	22	28	37	23	55	21	21
1272	4020	6237	8112	11537	8589	14238	4164	3477	2433	4039	3578	4285	4152	5917
107984496	1	0	0	1	0	0	0	0	1	0	0	2	0	0
29951	1617	2350	1372	3130	2750	5595	2123	2078	2086	3006	873	1893	1359	1584
107984499	2	3	0	0	1	0	1	0	3	0	0	3	0	1
107984498	738	1110	451	130	154	284	571	793	939	1355	62	692	113	180
101927038	1	0	0	0	2	2	10	2	8	7	0	4	0	0
105378247	1	6	4	1	1	0	1	1	3	4	0	2	1	0
283464	1766	2570	1204	526	552	779	1380	1126	1179	1690	460	1131	620	658
10138	821	1031	803	1447	1303	1604	985	830	632	855	1022	1258	969	1342
85437	2556	3578	3224	2546	2809	2707	3150	2950	2688	3304	2516	3657	2981	3921
102467003	9	9	9	9	16	19	13	6	6	15	10	2	14	11
51535	3026	4401	3935	3373	3565	3944	3932	3114	2916	3546	3438	4497	3243	4704
144165	309	444	527	618	758	978	551	540	329	586	658	667	597	1144
101927058	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105369738	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105369739	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105369740	0	0	0	0	0	0	0	0	0	0	0	0	0	0
80070	28	59	50	27	23	54	299	168	192	194	219	371	230	357
83448	1280	1861	1804	1817	1604	2144	1482	1216	947	1493	1077	1462	1333	1410
51135	376	483	313	227	253	229	514	486	428	509	302	444	350	379
5756	3506	4809	3213	3482	3698	3707	3548	3573	2953	4009	2312	3881	2863	3445
84216	1636	1714	853	465	502	554	500	799	598	896	191	597	210	296
4753	19439	27171	20735	8125	7720	10156	29620	23441	26638	30108	14432	25510	17777	27014
440097	3	3	3	99	74	135	1	2	2	1	12	9	7	6
105369742	0	0	0	4	2	9	0	0	0	0	0	0	0	3
83956	5	5	3	4	1	2	8	4	0	1	3	5	8	4
51054	115	195	149	171	174	212	181	143	146	143	222	279	155	255
196527	2209	3202	1842	1120	1234	1525	3251	3012	3139	3996	1467	2531	1578	1930
105369743	3	2	5	1	6	4	2	0	0	1	8	3	5	6
105369744	2	0	0	0	0	0	0	0	0	3	0	0	0	0
400027	1344	1656	1526	2788	2972	3176	1931	1602	1122	1752	1834	2106	1999	2727
196528	1908	2644	2243	1968	2224	2639	3340	2605	2424	3122	2111	2851	2321	2908
105369745	29	62	58	38	33	53	67	57	54	70	47	52	41	63
9169	3573	5606	3683	1831	2182	2490	5252	3876	3822	4788	3014	4543	3192	3729
81539	5784	8574	11020	11009	9822	13283	8399	6521	5299	7563	10268	12124	9591	13835
105378248	16	25	52	89	63	98	37	24	24	38	48	53	40	89
54407	3316	4808	4859	4064	4469	4898	5706	4197	3486	4531	5292	6046	5452	6836
102723757	3	7	8	6	8	3	3	5	5	6	6	4	5	9
100288798	18	29	16	22	24	13	34	25	38	30	19	20	19	33
55089	5	1	2	1	0	0	8	2	4	3	4	1	5	4
107984466	0	0	1	0	0	1	1	0	3	1	0	2	0	3
347902	338	469	355	299	354	360	263	256	257	362	145	154	185	230
91523	36	24	34	18	17	16	26	22	30	35	18	18	14	11
100616486	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100233209	0	0	1	0	0	0	0	0	0	1	0	0	0	0
105369746	0	1	0	0	0	0	0	0	0	0	0	0	0	0
105369747	0	1	0	0	0	0	1	0	0	0	0	0	0	0
107984528	0	0	0	0	0	0	0	0	0	0	0	0	0	1
100616478	0	0	0	0	0	0	0	0	0	0	0	0	0	0
111082992	0	0	0	0	0	0	0	0	0	0	0	0	0	0
79657	1927	2769	2195	2178	2352	2470	2877	2683	2321	3058	2138	3092	2379	3111
105369748	71	94	87	35	52	28	80	89	104	106	45	50	36	104
8909	12	9	10	6	5	6	7	7	10	8	1	5	5	1
10411	133	154	272	302	208	307	112	129	152	151	81	84	85	161
55652	958	1397	1410	1390	1360	1803	1211	1048	987	1378	817	1102	860	1380
51564	2148	3159	3038	2778	2542	2750	2192	2157	2385	3155	2127	2784	1839	2839
107984503	2	0	0	0	0	0	1	0	0	1	0	0	0	0
7421	12	19	10	13	10	10	5	3	20	15	5	17	0	19
79022	4936	6794	5383	2837	3841	3644	6604	5591	4707	5841	3993	7280	4262	5926
1280	656	596	478	54	90	61	1484	1026	1288	1378	291	1100	391	580
105369752	38	27	23	5	2	5	49	44	78	68	15	67	24	37
105369750	2	4	1	0	0	0	1	4	0	3	0	3	0	0
29843	860	1376	1303	1067	1259	1403	1915	1399	1114	1500	1521	1844	1625	2144
5213	8771	12582	10913	7363	7984	9801	10424	8179	8166	10723	7055	9101	6917	10985
102466657	0	2	0	1	1	0	0	2	2	3	0	1	1	0
140461	1649	2478	2235	2360	2307	2907	1939	1571	1437	1927	1685	2102	1623	2850
387856	1699	2116	3110	5717	4814	6025	2480	1856	1578	2174	3428	2823	3355	5075
