#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
A1BG	CLU	9606.ENSP00000263100	9606.ENSP00000315130	0	0	0	0	0	0	0	0.416	0.416
A1BG	RBP4	9606.ENSP00000263100	9606.ENSP00000360522	0	0	0	0	0.062	0	0	0.432	0.445
ABAT	EFNB2	9606.ENSP00000379845	9606.ENSP00000245323	0	0	0	0	0	0	0	0.435	0.435
ABAT	PPAT	9606.ENSP00000379845	9606.ENSP00000264220	0.047	0	0	0	0.062	0	0	0.683	0.692
ABAT	CKB	9606.ENSP00000379845	9606.ENSP00000299198	0	0	0	0	0.062	0.400	0	0.174	0.494
ABAT	UGDH	9606.ENSP00000379845	9606.ENSP00000319501	0.046	0	0	0	0.062	0	0	0.404	0.420
ABAT	ALDH9A1	9606.ENSP00000379845	9606.ENSP00000346827	0.053	0	0	0	0.110	0.328	0.900	0.189	0.945
ABAT	PGM1	9606.ENSP00000379845	9606.ENSP00000360124	0	0	0	0	0.123	0.745	0	0.085	0.778
ABAT	ACADVL	9606.ENSP00000379845	9606.ENSP00000438689	0.041	0	0	0	0	0	0	0.422	0.422
ABCF1	RPL19	9606.ENSP00000313603	9606.ENSP00000225430	0	0	0	0	0.130	0.212	0.900	0.183	0.936
ABCF1	RPS3	9606.ENSP00000313603	9606.ENSP00000278572	0	0	0	0	0.164	0.369	0	0	0.450
ABCF1	RPS23	9606.ENSP00000313603	9606.ENSP00000296674	0.070	0	0	0	0.109	0.342	0.900	0.223	0.949
ABCF1	EPRS	9606.ENSP00000313603	9606.ENSP00000355890	0.076	0	0	0	0.239	0.157	0	0.110	0.402
ABCF1	RPS15A	9606.ENSP00000313603	9606.ENSP00000318646	0	0	0	0	0.135	0.342	0	0	0.406
ABCF1	RPS7	9606.ENSP00000313603	9606.ENSP00000339095	0	0	0	0	0.147	0.212	0	0.255	0.456
ABCF1	RPL12	9606.ENSP00000313603	9606.ENSP00000354739	0	0	0	0	0.102	0.179	0	0.407	0.524
ABCF1	RPL7A	9606.ENSP00000313603	9606.ENSP00000361076	0	0	0	0	0.126	0.162	0.720	0	0.777
ABCF1	RPL36A	9606.ENSP00000313603	9606.ENSP00000404375	0	0	0	0	0.066	0.176	0.900	0.048	0.916
ABCF1	RPL32	9606.ENSP00000313603	9606.ENSP00000416429	0	0	0	0	0.084	0.231	0.900	0	0.923
ABCF1	RPL30	9606.ENSP00000313603	9606.ENSP00000428085	0	0	0	0	0.109	0.231	0.900	0	0.925
ABCF1	RPS29	9606.ENSP00000313603	9606.ENSP00000379339	0	0	0	0	0.142	0.342	0.900	0	0.938
ABCF1	RPL10A	9606.ENSP00000313603	9606.ENSP00000363018	0	0	0	0	0.163	0.369	0.900	0.054	0.943
ACADVL	ACAP1	9606.ENSP00000438689	9606.ENSP00000158762	0	0	0	0	0	0.064	0	0.439	0.453
ACADVL	PHYH	9606.ENSP00000438689	9606.ENSP00000263038	0	0	0	0	0.066	0	0	0.422	0.437
ACADVL	FOXRED1	9606.ENSP00000438689	9606.ENSP00000263578	0	0	0	0	0.062	0	0	0.407	0.420
ACADVL	GON4L	9606.ENSP00000438689	9606.ENSP00000357315	0	0	0	0	0	0	0	0.466	0.466
ACADVL	SURF1	9606.ENSP00000438689	9606.ENSP00000361042	0	0	0	0	0.062	0.426	0	0.095	0.470
ACAP1	GPS2	9606.ENSP00000158762	9606.ENSP00000370104	0	0	0	0	0	0	0	0.569	0.569
ACAP1	GULP1	9606.ENSP00000158762	9606.ENSP00000386289	0	0	0	0	0	0.056	0.900	0.687	0.967
ACTN1	CKB	9606.ENSP00000377941	9606.ENSP00000299198	0	0	0	0	0.112	0.685	0	0	0.708
ACTN1	CSRP2	9606.ENSP00000377941	9606.ENSP00000310901	0	0	0	0	0.362	0.153	0	0.143	0.496
ACTN1	FXR1	9606.ENSP00000377941	9606.ENSP00000350170	0	0	0	0	0	0.159	0	0.331	0.414
ACTN1	EPRS	9606.ENSP00000377941	9606.ENSP00000355890	0	0	0	0	0	0.371	0	0.090	0.403
ACTN1	TRIOBP	9606.ENSP00000377941	9606.ENSP00000384312	0	0	0	0	0.062	0	0	0.487	0.498
ACTN1	YES1	9606.ENSP00000377941	9606.ENSP00000462468	0	0	0	0	0.049	0.102	0.900	0.107	0.913
ACTN1	LIMS1	9606.ENSP00000377941	9606.ENSP00000446121	0	0	0	0	0.062	0.059	0.900	0.382	0.938
ACTN1	ILK	9606.ENSP00000377941	9606.ENSP00000379975	0	0	0	0	0.065	0.139	0.900	0.545	0.958
ADI1	PTBP1	9606.ENSP00000333666	9606.ENSP00000349428	0	0	0	0	0	0	0	0.435	0.435
ANP32A	HNRNPA1	9606.ENSP00000417864	9606.ENSP00000341826	0	0	0	0	0.315	0	0	0.165	0.403
ANP32A	ANP32B	9606.ENSP00000417864	9606.ENSP00000345848	0	0	0	0.967	0.100	0.706	0	0.825	0.732
ANP32A	ANP32E	9606.ENSP00000417864	9606.ENSP00000463154	0	0	0	0.955	0.101	0.840	0	0.823	0.855
ANP32E	ING3	9606.ENSP00000463154	9606.ENSP00000320566	0	0	0	0	0.064	0.282	0.900	0.444	0.957
ANXA5	LGALS1	9606.ENSP00000296511	9606.ENSP00000215909	0	0	0	0	0.234	0.060	0	0.326	0.473
ANXA5	HSPB1	9606.ENSP00000296511	9606.ENSP00000248553	0	0	0	0	0.062	0.042	0	0.482	0.494
ANXA5	LDHA	9606.ENSP00000296511	9606.ENSP00000445175	0	0	0	0	0.096	0	0	0.404	0.439
ANXA5	NES	9606.ENSP00000296511	9606.ENSP00000357206	0	0	0	0	0.085	0	0	0.429	0.456
ANXA5	B2M	9606.ENSP00000296511	9606.ENSP00000452780	0	0	0	0	0.082	0	0	0.433	0.457
ANXA5	JMJD6	9606.ENSP00000296511	9606.ENSP00000394085	0	0	0	0	0	0	0	0.471	0.471
ANXA5	LMNA	9606.ENSP00000296511	9606.ENSP00000357283	0	0	0	0	0.096	0.094	0	0.419	0.483
ANXA5	SOX2	9606.ENSP00000296511	9606.ENSP00000323588	0	0	0	0	0	0	0	0.500	0.500
ANXA5	S100A10	9606.ENSP00000296511	9606.ENSP00000357801	0	0	0	0	0.235	0.058	0	0.431	0.554
ANXA5	DDIT3	9606.ENSP00000296511	9606.ENSP00000448665	0	0	0	0	0	0	0	0.592	0.592
AP2B1	EFNB2	9606.ENSP00000482835	9606.ENSP00000245323	0	0	0	0	0	0	0.600	0	0.600
AP2B1	RPS27A	9606.ENSP00000482835	9606.ENSP00000272317	0	0	0	0	0.049	0.065	0.600	0.059	0.620
AP2B1	COPG2	9606.ENSP00000482835	9606.ENSP00000402346	0	0	0	0.542	0.238	0.233	0	0.262	0.455
ARC	FOSB	9606.ENSP00000349022	9606.ENSP00000245919	0	0	0	0	0.064	0	0.900	0.276	0.926
ARC	FOS	9606.ENSP00000349022	9606.ENSP00000306245	0	0	0	0	0.062	0	0.900	0.667	0.966
ARC	NR4A1	9606.ENSP00000349022	9606.ENSP00000440864	0	0	0	0	0.205	0	0	0.301	0.421
ARC	BDNF	9606.ENSP00000349022	9606.ENSP00000414303	0	0	0	0	0.083	0	0	0.697	0.710
ARF4	GOLGA5	9606.ENSP00000306010	9606.ENSP00000163416	0	0	0	0	0.100	0	0	0.362	0.401
ARF4	YKT6	9606.ENSP00000306010	9606.ENSP00000223369	0	0	0	0	0.062	0.111	0.600	0.173	0.687
ARF4	GOSR2	9606.ENSP00000306010	9606.ENSP00000225567	0	0	0	0	0.053	0.212	0	0.399	0.513
ARF4	GOLGA4	9606.ENSP00000306010	9606.ENSP00000349305	0	0	0	0	0	0.129	0	0.356	0.415
ARF4	GOLGA2	9606.ENSP00000306010	9606.ENSP00000416097	0	0	0	0	0.062	0	0	0.424	0.437
ARF4	CREB3	9606.ENSP00000306010	9606.ENSP00000342136	0	0	0	0	0.052	0	0	0.464	0.470
ARF4	NMT1	9606.ENSP00000306010	9606.ENSP00000468424	0	0	0	0	0.062	0.105	0	0.439	0.488
ARF4	COPG2	9606.ENSP00000306010	9606.ENSP00000402346	0	0	0	0	0.062	0.315	0.600	0.341	0.807
ARID3A	GADD45B	9606.ENSP00000263620	9606.ENSP00000215631	0	0	0	0	0	0	0	0.501	0.501
ARID3A	SOX2	9606.ENSP00000263620	9606.ENSP00000323588	0	0	0	0	0	0.309	0	0.240	0.453
ARID3A	FOS	9606.ENSP00000263620	9606.ENSP00000306245	0	0	0	0	0	0	0	0.501	0.501
ARID3A	PTBP1	9606.ENSP00000263620	9606.ENSP00000349428	0	0	0	0	0.073	0	0	0.571	0.585
ARID5B	C16orf87	9606.ENSP00000279873	9606.ENSP00000285697	0	0	0	0	0	0.602	0	0.437	0.766
ATE1	DDX24	9606.ENSP00000224652	9606.ENSP00000481495	0	0	0	0	0	0	0	0.400	0.400
ATP5I	COX17	9606.ENSP00000306003	9606.ENSP00000261070	0	0	0	0	0.625	0	0	0.287	0.721
ATP5I	SLC25A5	9606.ENSP00000306003	9606.ENSP00000360671	0	0	0	0	0.143	0.248	0	0.176	0.423
ATP5I	RPLP1	9606.ENSP00000306003	9606.ENSP00000346037	0	0	0	0	0.327	0	0	0.193	0.434
ATP5I	ROMO1	9606.ENSP00000306003	9606.ENSP00000363191	0	0	0	0	0.860	0	0	0.205	0.884
ATP5I	MT-ATP8	9606.ENSP00000306003	9606.ENSP00000355265	0	0	0	0	0.124	0.856	0.900	0.336	0.990
ATXN7L3	RPS27A	9606.ENSP00000397259	9606.ENSP00000272317	0	0	0	0	0	0.551	0	0	0.551
ATXN7L3	TAF10	9606.ENSP00000397259	9606.ENSP00000299424	0	0	0	0	0.062	0.940	0.900	0.702	0.998
AURKAIP1	MRPL16	9606.ENSP00000342676	9606.ENSP00000300151	0	0	0	0	0.258	0.800	0	0	0.845
AURKAIP1	MRPL11	9606.ENSP00000342676	9606.ENSP00000308897	0	0	0	0	0.206	0.811	0	0	0.843
AURKAIP1	ZCCHC17	9606.ENSP00000342676	9606.ENSP00000480986	0	0	0	0	0.062	0	0	0.395	0.408
AURKAIP1	MRPL55	9606.ENSP00000342676	9606.ENSP00000403614	0	0	0	0	0.665	0.800	0	0	0.930
B2M	PCOLCE	9606.ENSP00000452780	9606.ENSP00000223061	0	0	0	0	0	0.417	0	0.450	0.665
B2M	RPL19	9606.ENSP00000452780	9606.ENSP00000225430	0	0	0	0	0.055	0	0	0.468	0.476
B2M	RPL4	9606.ENSP00000452780	9606.ENSP00000311430	0	0	0	0	0.062	0	0	0.477	0.488
B2M	CLU	9606.ENSP00000452780	9606.ENSP00000315130	0	0	0	0	0	0	0	0.541	0.541
B2M	RAB12	9606.ENSP00000452780	9606.ENSP00000331748	0	0	0	0	0.053	0	0	0.398	0.405
B2M	EEF1A1	9606.ENSP00000452780	9606.ENSP00000339063	0	0	0	0	0.096	0	0	0.418	0.451
B2M	RPLP1	9606.ENSP00000452780	9606.ENSP00000346037	0	0	0	0	0.099	0	0	0.465	0.497
B2M	HLA-C	9606.ENSP00000452780	9606.ENSP00000365402	0	0	0	0	0.345	0.981	0.800	0.977	0.999
B2M	FTL	9606.ENSP00000452780	9606.ENSP00000366525	0	0	0	0	0.117	0.115	0	0.294	0.400
B2M	HLA-B	9606.ENSP00000452780	9606.ENSP00000399168	0	0	0	0	0.367	0.987	0.800	0.710	0.999
B2M	RPL32	9606.ENSP00000452780	9606.ENSP00000416429	0	0	0	0	0.062	0	0	0.425	0.437
B2M	LDHA	9606.ENSP00000452780	9606.ENSP00000445175	0	0	0	0	0.064	0	0	0.415	0.429
BDNF	GADD45B	9606.ENSP00000414303	9606.ENSP00000215631	0	0	0	0	0	0	0	0.535	0.535
BDNF	FOSB	9606.ENSP00000414303	9606.ENSP00000245919	0	0	0	0	0	0	0	0.548	0.548
BDNF	SIRT2	9606.ENSP00000414303	9606.ENSP00000249396	0	0	0	0	0	0	0	0.420	0.420
BDNF	TYRO3	9606.ENSP00000414303	9606.ENSP00000263798	0	0	0	0	0	0.056	0	0.451	0.460
BDNF	FOS	9606.ENSP00000414303	9606.ENSP00000306245	0	0	0	0	0	0	0	0.795	0.795
BDNF	CALB2	9606.ENSP00000414303	9606.ENSP00000307508	0	0	0	0	0.065	0	0	0.520	0.532
BDNF	CLU	9606.ENSP00000414303	9606.ENSP00000315130	0	0	0	0	0.082	0	0	0.393	0.418
BDNF	SOX2	9606.ENSP00000414303	9606.ENSP00000323588	0	0	0	0	0.062	0	0	0.572	0.582
BDNF	LMX1A	9606.ENSP00000414303	9606.ENSP00000340226	0	0	0	0	0	0	0	0.470	0.470
BDNF	PTN	9606.ENSP00000414303	9606.ENSP00000341170	0	0	0	0	0.101	0	0	0.414	0.450
BDNF	OTX2	9606.ENSP00000414303	9606.ENSP00000343819	0	0	0	0	0	0	0	0.450	0.450
BDNF	NES	9606.ENSP00000414303	9606.ENSP00000357206	0	0	0	0	0.070	0	0	0.733	0.741
BDNF	RGS3	9606.ENSP00000414303	9606.ENSP00000363255	0	0	0	0	0	0	0	0.413	0.413
BDNF	LGI2	9606.ENSP00000414303	9606.ENSP00000371548	0	0	0	0	0.054	0	0	0.407	0.415
BDNF	FGFR1	9606.ENSP00000414303	9606.ENSP00000393312	0	0	0	0	0	0	0.600	0.392	0.746
BDNF	NFIC	9606.ENSP00000414303	9606.ENSP00000396843	0	0	0	0	0	0	0.900	0.069	0.902
BDNF	NR4A1	9606.ENSP00000414303	9606.ENSP00000440864	0	0	0	0	0	0	0	0.441	0.441
BDNF	SLIT2	9606.ENSP00000414303	9606.ENSP00000422591	0	0	0	0	0.083	0.076	0	0.474	0.515
BDNF	ZNF274	9606.ENSP00000414303	9606.ENSP00000478533	0	0	0	0	0	0	0.900	0.137	0.910
BMP7	SFRP1	9606.ENSP00000379204	9606.ENSP00000220772	0	0	0	0	0.065	0	0	0.387	0.402
BMP7	SPARC	9606.ENSP00000379204	9606.ENSP00000231061	0	0	0	0	0.056	0.117	0	0.457	0.507
BMP7	ID2	9606.ENSP00000379204	9606.ENSP00000234091	0	0	0	0	0	0	0	0.473	0.473
BMP7	NBL1	9606.ENSP00000379204	9606.ENSP00000289749	0	0	0	0	0	0.103	0.600	0.215	0.693
BMP7	SOX2	9606.ENSP00000379204	9606.ENSP00000323588	0	0	0	0	0.153	0.077	0	0.479	0.557
BMP7	OTX2	9606.ENSP00000379204	9606.ENSP00000343819	0	0	0	0	0.070	0	0	0.451	0.468
BMP7	COL2A1	9606.ENSP00000379204	9606.ENSP00000369889	0	0	0	0	0.077	0.115	0	0.492	0.549
BMP7	MSX1	9606.ENSP00000379204	9606.ENSP00000372170	0	0	0	0	0.049	0	0	0.604	0.607
BMP7	FGFR1	9606.ENSP00000379204	9606.ENSP00000393312	0	0	0	0	0.062	0.070	0	0.445	0.473
BTG2	GADD45B	9606.ENSP00000290551	9606.ENSP00000215631	0	0	0	0	0.109	0	0	0.411	0.453
BTG2	FOSB	9606.ENSP00000290551	9606.ENSP00000245919	0	0	0	0	0.220	0	0	0.455	0.557
BTG2	GADD45G	9606.ENSP00000290551	9606.ENSP00000252506	0	0	0	0	0.084	0	0	0.456	0.480
BTG2	NR4A1	9606.ENSP00000290551	9606.ENSP00000440864	0	0	0	0	0.533	0	0	0.637	0.823
BTG2	FOS	9606.ENSP00000290551	9606.ENSP00000306245	0	0	0	0	0.850	0	0	0.470	0.917
C16orf87	FAM60A	9606.ENSP00000285697	9606.ENSP00000337477	0	0	0	0	0	0	0	0.531	0.531
C19orf81	LRRC4B	9606.ENSP00000417035	9606.ENSP00000471502	0	0	0	0	0	0	0	0.465	0.465
C3orf58	COPG2	9606.ENSP00000320081	9606.ENSP00000402346	0	0	0	0	0	0	0.900	0	0.900
C8orf33	PUSL1	9606.ENSP00000330361	9606.ENSP00000368318	0	0	0	0	0.062	0	0	0.450	0.462
C9orf72	MBNL1	9606.ENSP00000482753	9606.ENSP00000282486	0	0	0	0	0	0	0	0.564	0.564
C9orf72	HNRNPA1	9606.ENSP00000482753	9606.ENSP00000341826	0	0	0	0	0	0	0	0.700	0.700
CALB2	FOS	9606.ENSP00000307508	9606.ENSP00000306245	0	0	0	0	0	0.078	0	0.492	0.512
CALB2	CD99	9606.ENSP00000307508	9606.ENSP00000370588	0	0	0	0	0	0	0	0.414	0.414
CALB2	CLU	9606.ENSP00000307508	9606.ENSP00000315130	0	0	0	0	0.076	0	0	0.411	0.432
CALB2	OTX2	9606.ENSP00000307508	9606.ENSP00000343819	0	0	0	0	0.064	0	0	0.434	0.447
CALB2	NECAB1	9606.ENSP00000307508	9606.ENSP00000387380	0	0	0	0	0.091	0	0	0.436	0.466
CALB2	SOX2	9606.ENSP00000307508	9606.ENSP00000323588	0	0	0	0	0.066	0.058	0	0.480	0.503
CALB2	NES	9606.ENSP00000307508	9606.ENSP00000357206	0	0	0	0	0.065	0	0	0.610	0.620
CCS	COX17	9606.ENSP00000436318	9606.ENSP00000261070	0	0	0	0	0	0.056	0	0.789	0.792
CCS	PAWR	9606.ENSP00000436318	9606.ENSP00000328088	0	0	0	0	0	0	0	0.622	0.622
CD320	SSR2	9606.ENSP00000301458	9606.ENSP00000295702	0	0	0	0	0.051	0	0	0.415	0.421
CD99	EPRS	9606.ENSP00000370588	9606.ENSP00000355890	0	0	0	0	0	0	0	0.416	0.416
CDK5RAP3	NOC4L	9606.ENSP00000438886	9606.ENSP00000328854	0	0	0	0	0	0	0	0.461	0.461
CDO1	SFRP1	9606.ENSP00000250535	9606.ENSP00000220772	0	0	0	0	0.098	0	0	0.370	0.407
CDO1	RPSA	9606.ENSP00000250535	9606.ENSP00000346067	0	0	0	0	0.421	0	0	0	0.420
CDO1	TCP1	9606.ENSP00000250535	9606.ENSP00000317334	0	0	0	0	0.504	0	0	0	0.504
CEP95	FAM184A	9606.ENSP00000450461	9606.ENSP00000342604	0	0	0	0	0	0	0	0.572	0.572
CETN2	RPS27A	9606.ENSP00000359300	9606.ENSP00000272317	0	0	0	0	0.083	0.078	0.600	0.138	0.669
CETN2	UVSSA	9606.ENSP00000359300	9606.ENSP00000374501	0	0	0	0	0	0	0	0.459	0.459
CETN2	ODF2	9606.ENSP00000359300	9606.ENSP00000403453	0	0	0	0	0.062	0	0	0.478	0.489
CETN2	PHF21A	9606.ENSP00000359300	9606.ENSP00000398824	0	0	0	0	0	0	0.900	0	0.900
CETN2	MAD1L1	9606.ENSP00000359300	9606.ENSP00000385334	0	0	0	0	0	0	0.900	0.101	0.906
CHD7	SOX2	9606.ENSP00000392028	9606.ENSP00000323588	0	0	0	0	0.085	0.664	0	0.986	0.995
CHD7	PNRC1	9606.ENSP00000392028	9606.ENSP00000336931	0	0	0	0	0	0	0	0.518	0.518
CHD7	OTX2	9606.ENSP00000392028	9606.ENSP00000343819	0	0	0	0	0.063	0	0	0.479	0.491
CHD7	FGFR1	9606.ENSP00000392028	9606.ENSP00000393312	0	0	0	0	0	0.102	0	0.552	0.581
CKAP4	EMC2	9606.ENSP00000367265	9606.ENSP00000220853	0	0	0	0	0	0.421	0	0.160	0.493
CKAP4	MOGS	9606.ENSP00000367265	9606.ENSP00000233616	0	0	0	0	0	0	0	0.558	0.559
CKAP4	STX5	9606.ENSP00000367265	9606.ENSP00000294179	0	0	0	0	0	0	0	0.829	0.829
CKAP4	HS2ST1	9606.ENSP00000367265	9606.ENSP00000359581	0	0	0	0	0	0.472	0	0	0.472
CKB	GOLGA2	9606.ENSP00000299198	9606.ENSP00000416097	0	0	0	0	0	0.270	0	0.432	0.567
CKB	LDHA	9606.ENSP00000299198	9606.ENSP00000445175	0	0	0	0	0.062	0.067	0	0.617	0.635
CLGN	MOGS	9606.ENSP00000326699	9606.ENSP00000233616	0	0	0	0	0.090	0.393	0	0.468	0.680
CLGN	RAB15	9606.ENSP00000326699	9606.ENSP00000267512	0	0	0	0	0.063	0.368	0	0.083	0.409
CLGN	RAB12	9606.ENSP00000326699	9606.ENSP00000331748	0	0	0	0	0.063	0.368	0	0.080	0.407
CLU	SPARC	9606.ENSP00000315130	9606.ENSP00000231061	0	0	0	0	0.094	0	0	0.389	0.423
CLU	HSPB1	9606.ENSP00000315130	9606.ENSP00000248553	0	0	0	0	0	0	0	0.467	0.467
CLU	RBP4	9606.ENSP00000315130	9606.ENSP00000360522	0	0	0	0	0.101	0	0	0.457	0.491
CLU	DBI	9606.ENSP00000315130	9606.ENSP00000439012	0	0	0	0	0.062	0	0.720	0.089	0.740
CLU	PLTP	9606.ENSP00000315130	9606.ENSP00000417138	0	0	0	0	0.082	0	0.720	0.835	0.954
COG6	TRAPPC6A	9606.ENSP00000397441	9606.ENSP00000006275	0	0	0	0	0.062	0.101	0	0.439	0.485
COG6	GOLGA5	9606.ENSP00000397441	9606.ENSP00000163416	0	0	0	0	0.063	0	0.600	0.610	0.841
COG6	YKT6	9606.ENSP00000397441	9606.ENSP00000223369	0	0	0	0	0.068	0.138	0.600	0.704	0.892
COG6	GOSR2	9606.ENSP00000397441	9606.ENSP00000225567	0	0	0	0	0.060	0.115	0.600	0.830	0.936
COG6	NAPA	9606.ENSP00000397441	9606.ENSP00000263354	0	0	0	0	0.049	0.152	0.650	0.199	0.743
COG6	STX5	9606.ENSP00000397441	9606.ENSP00000294179	0	0	0	0	0.063	0.162	0.600	0.896	0.963
COG6	RPS3A	9606.ENSP00000397441	9606.ENSP00000346050	0	0	0	0	0	0	0	0.478	0.478
COG6	GOLGA4	9606.ENSP00000397441	9606.ENSP00000349305	0	0	0	0	0.062	0	0.600	0.270	0.702
COG6	GOLGA2	9606.ENSP00000397441	9606.ENSP00000416097	0	0	0	0	0.054	0.128	0.600	0.351	0.757
COG6	COPG2	9606.ENSP00000397441	9606.ENSP00000402346	0	0	0	0	0.105	0.180	0.600	0.425	0.808
COG6	VPS53	9606.ENSP00000397441	9606.ENSP00000401435	0	0	0	0	0.147	0.056	0.600	0.809	0.930
COL1A2	PCOLCE	9606.ENSP00000297268	9606.ENSP00000223061	0	0	0	0	0.557	0.151	0.900	0.626	0.984
COL1A2	PLOD3	9606.ENSP00000297268	9606.ENSP00000223127	0	0	0	0	0.062	0.078	0.600	0.339	0.741
COL1A2	SPARC	9606.ENSP00000297268	9606.ENSP00000231061	0	0	0	0	0.973	0.239	0	0.563	0.990
COL1A2	IGFBP5	9606.ENSP00000297268	9606.ENSP00000233813	0	0	0	0	0.310	0	0	0.335	0.521
COL1A2	LEPRE1	9606.ENSP00000297268	9606.ENSP00000236040	0	0	0	0	0.063	0	0.600	0.690	0.873
COL1A2	COL9A2	9606.ENSP00000297268	9606.ENSP00000361834	0	0	0.440	0.773	0.065	0	0.300	0.362	0.428
COL1A2	TMEM38B	9606.ENSP00000297268	9606.ENSP00000363824	0	0	0	0	0.095	0	0	0.531	0.557
COL1A2	COL2A1	9606.ENSP00000297268	9606.ENSP00000369889	0	0	0.446	0.958	0.123	0.213	0.720	0.736	0.799
COL1A2	COL6A2	9606.ENSP00000297268	9606.ENSP00000300527	0	0	0	0.581	0.620	0	0.300	0.691	0.801
COL1A2	POSTN	9606.ENSP00000297268	9606.ENSP00000369071	0	0	0	0	0.738	0.392	0	0.585	0.928
COL2A1	PCOLCE	9606.ENSP00000369889	9606.ENSP00000223061	0	0	0	0	0.079	0.321	0.900	0.101	0.936
COL2A1	PLOD3	9606.ENSP00000369889	9606.ENSP00000223127	0	0	0	0	0.062	0.144	0.600	0.114	0.677
COL2A1	SPARC	9606.ENSP00000369889	9606.ENSP00000231061	0	0	0	0	0.270	0.294	0	0.481	0.709
COL2A1	LEPRE1	9606.ENSP00000369889	9606.ENSP00000236040	0	0	0	0	0.049	0	0.600	0.247	0.688
COL2A1	COL6A2	9606.ENSP00000369889	9606.ENSP00000300527	0	0	0	0.595	0.087	0.178	0.300	0.406	0.516
COL2A1	NES	9606.ENSP00000369889	9606.ENSP00000357206	0	0	0	0	0.099	0	0	0.398	0.434
COL2A1	COL9A2	9606.ENSP00000369889	9606.ENSP00000361834	0	0	0.430	0.771	0.345	0.213	0.300	0.727	0.702
COL2A1	DDR1	9606.ENSP00000369889	9606.ENSP00000427552	0	0	0	0	0.062	0.213	0	0.477	0.580
COL6A2	PCOLCE	9606.ENSP00000300527	9606.ENSP00000223061	0	0	0	0	0.564	0.151	0	0.470	0.787
COL6A2	PLOD3	9606.ENSP00000300527	9606.ENSP00000223127	0	0	0	0	0.088	0.078	0.600	0.121	0.664
COL6A2	SPARC	9606.ENSP00000300527	9606.ENSP00000231061	0	0	0	0	0.382	0.073	0	0.266	0.543
COL6A2	LEPRE1	9606.ENSP00000300527	9606.ENSP00000236040	0	0	0	0	0.063	0	0.600	0.071	0.621
COL6A2	MFAP2	9606.ENSP00000300527	9606.ENSP00000364685	0	0	0	0	0.158	0	0	0.326	0.409
COL6A2	POSTN	9606.ENSP00000300527	9606.ENSP00000369071	0	0	0	0	0.346	0.103	0	0.405	0.620
COL6A2	RRBP1	9606.ENSP00000300527	9606.ENSP00000367038	0	0	0	0	0.098	0	0	0.739	0.754
COL9A2	PLOD3	9606.ENSP00000361834	9606.ENSP00000223127	0	0	0	0	0	0.078	0.600	0.189	0.675
COL9A2	LEPRE1	9606.ENSP00000361834	9606.ENSP00000236040	0	0	0	0	0	0	0.600	0.298	0.707
COPG2	MEST	9606.ENSP00000402346	9606.ENSP00000223215	0	0	0	0	0.065	0	0	0.783	0.789
COPG2	YKT6	9606.ENSP00000402346	9606.ENSP00000223369	0	0	0	0	0.062	0.147	0.600	0.368	0.770
COPG2	GOSR2	9606.ENSP00000402346	9606.ENSP00000225567	0	0	0	0	0.062	0.172	0	0.303	0.411
COPG2	STX5	9606.ENSP00000402346	9606.ENSP00000294179	0	0	0	0	0.094	0	0	0.423	0.454
COPG2	SRPR	9606.ENSP00000402346	9606.ENSP00000328023	0	0	0	0	0.145	0	0	0.434	0.495
COPG2	DLK1	9606.ENSP00000402346	9606.ENSP00000340292	0	0	0	0	0	0	0	0.439	0.439
COPG2	TMEM41B	9606.ENSP00000402346	9606.ENSP00000433126	0	0	0	0	0	0.270	0	0.245	0.425
COPG2	GOLGA2	9606.ENSP00000402346	9606.ENSP00000416097	0	0	0	0	0.054	0	0.600	0.368	0.740
COX17	MIF	9606.ENSP00000261070	9606.ENSP00000215754	0	0	0	0	0	0.429	0	0	0.429
COX17	MRPL16	9606.ENSP00000261070	9606.ENSP00000300151	0	0	0	0	0.102	0.372	0	0.196	0.507
COX17	DBI	9606.ENSP00000261070	9606.ENSP00000439012	0	0	0	0	0.250	0.600	0	0	0.687
COX17	MT-CO1	9606.ENSP00000261070	9606.ENSP00000354499	0	0	0	0	0	0	0	0.740	0.740
COX17	SURF1	9606.ENSP00000261070	9606.ENSP00000361042	0	0	0	0	0.145	0	0	0.771	0.796
CRABP2	S100A13	9606.ENSP00000482841	9606.ENSP00000357688	0	0	0	0	0.094	0	0	0.724	0.739
CREB3	FOS	9606.ENSP00000342136	9606.ENSP00000306245	0	0	0	0	0	0	0	0.455	0.455
CREB3	DDIT3	9606.ENSP00000342136	9606.ENSP00000448665	0	0	0	0	0	0.458	0	0.373	0.646
CSRP2	SPARC	9606.ENSP00000310901	9606.ENSP00000231061	0	0	0	0	0.185	0	0	0.397	0.487
CSRP2	MAGEH1	9606.ENSP00000310901	9606.ENSP00000343706	0	0	0	0	0	0	0	0.487	0.487
CSRP2	LMO3	9606.ENSP00000310901	9606.ENSP00000442786	0	0	0	0	0	0.059	0	0.578	0.585
CSTF3	SRSF6	9606.ENSP00000315791	9606.ENSP00000244020	0	0	0	0	0.109	0.346	0.600	0.143	0.773
CSTF3	SYMPK	9606.ENSP00000315791	9606.ENSP00000245934	0	0	0	0	0.159	0.982	0.600	0.912	0.999
